node,pagerank
12779,1.599604
12780,1.761021
12781,1.507372
12782,1.650100
1586,0.000000
5177,1.914360
7543,1.873589
13814,0.000000
14323,1.645137
14694,1.126713
14695,1.511039
14696,1.126713
255,0.000000
256,1.322723
257,1.255107
258,0.000000
259,1.453687
260,1.100000
261,0.000000
262,0.000000
263,1.100000
264,0.000000
265,1.100000
1033,2.256665
3198,2.051856
6689,1.307463
11073,1.207463
11074,1.207463
11075,1.207463
11076,1.207463
11077,1.325218
11078,1.207463
4258,1.875903
5449,0.000000
6796,1.898370
6797,1.768401
6798,2.164637
6799,1.297103
6800,1.596364
6801,1.750034
1233,1.110000
1234,1.110000
1235,1.595793
1236,1.110000
1237,0.000000
1238,1.448667
1239,0.000000
1240,1.334294
1241,1.210000
461,0.000000
931,1.418845
2273,1.130000
2274,1.130000
2275,1.130000
2276,0.000000
2277,1.280886
2278,1.130000
266,0.000000
267,1.703921
268,1.131900
269,0.000000
270,2.131900
271,2.113135
272,0.000000
273,0.000000
274,1.377729
275,1.469663
276,1.131900
3312,0.000000
3435,1.359098
3436,1.113190
3437,0.000000
3438,1.113190
3439,1.663493
3440,0.000000
3441,1.640732
3442,0.000000
3443,1.113190
4523,1.573992
4572,1.492620
5557,1.807228
6060,0.000000
8266,0.000000
12165,2.933772
20958,1.199963
20959,1.199963
20960,1.199963
277,0.000000
278,1.150509
279,3.963538
280,9.863127
281,1.150509
282,1.682650
283,1.375036
284,1.150509
286,1.150509
287,2.875162
288,0.000000
289,1.154167
290,1.361931
291,1.729997
292,0.000000
293,1.154167
295,1.892583
296,0.000000
297,1.432102
3215,2.610922
3503,0.000000
4301,1.633800
4925,2.508754
9833,0.000000
13051,1.409110
19723,1.573117
19875,0.000000
23933,1.274060
2685,0.000000
3676,0.000000
11824,0.000000
17821,0.000000
17954,1.710841
21677,2.002561
21861,1.177341
21862,1.177341
298,0.000000
299,0.000000
300,0.000000
301,0.000000
302,0.000000
303,0.000000
304,0.000000
305,0.000000
306,1.328028
307,1.129964
308,1.129964
1423,0.000000
2818,2.325016
5081,1.249771
5082,2.574555
5083,5.418567
5084,1.368593
5086,0.000000
5087,1.249771
319,4.388993
881,0.000000
1437,0.000000
2184,0.000000
7810,0.000000
7811,0.000000
7812,1.546284
7813,0.000000
7814,2.490089
7815,0.000000
3960,0.000000
8332,0.000000
8333,0.000000
8334,1.179490
8335,1.179490
8336,1.179490
8337,1.179490
8338,1.179490
8339,1.179490
8340,1.179490
2719,1.425062
5457,1.907275
15050,1.660695
15068,1.666686
15142,1.484295
19658,1.275062
19659,1.275062
3104,2.161477
3831,2.326088
4038,0.000000
4950,0.000000
5738,1.305358
5744,0.000000
5750,0.000000
8618,1.180377
8619,0.000000
8620,1.180377
735,0.000000
3898,1.721536
4209,1.858364
8217,2.158758
8767,0.000000
22929,1.446654
23796,0.000000
26088,1.298615
26389,1.173473
2310,0.000000
4113,0.000000
5270,2.249077
6612,0.000000
9884,0.000000
10183,1.846073
10913,0.000000
10914,1.318580
10915,1.318580
309,0.000000
310,0.000000
311,1.973816
1634,1.826647
5245,2.024798
5291,1.803185
6077,1.358382
6078,1.358382
6079,1.358382
6080,2.207204
6081,1.358382
6082,1.825452
6083,1.669618
6084,1.597234
6086,1.358382
6087,1.943691
6088,1.669618
6089,1.905260
312,0.000000
313,1.168462
314,1.168462
315,1.557368
316,1.421952
317,2.953370
318,1.384322
320,1.409034
321,3.058337
322,1.345489
323,0.000000
324,0.000000
325,1.302433
326,1.894239
327,1.302433
328,0.000000
2160,1.682304
3295,1.382938
5350,4.335902
5856,1.506021
8910,1.784401
10813,3.322031
10998,1.253139
10999,1.253139
11000,1.253139
11001,1.253139
11002,1.253139
11003,1.253139
11004,1.290077
2884,0.000000
4850,0.000000
4932,2.553173
7690,1.485549
8146,0.000000
8147,0.000000
8148,1.299776
8149,0.000000
8150,0.000000
329,0.000000
330,1.133652
332,1.577542
333,2.845688
334,0.000000
335,1.476196
336,1.311295
337,0.000000
338,1.322342
1725,1.406121
1809,3.104795
2052,0.000000
2053,2.061439
2054,0.000000
2055,2.472185
2056,1.554115
2057,0.000000
2058,0.000000
2059,1.690238
1268,2.229577
9769,0.000000
10248,1.727778
10731,0.000000
11518,1.277375
11665,0.000000
11666,0.000000
17302,1.325745
22035,1.358993
26434,1.124512
340,2.181485
341,1.321400
342,0.000000
343,0.000000
344,0.000000
345,3.431154
346,0.000000
347,0.000000
348,0.000000
1390,0.000000
3681,0.000000
10013,0.000000
11346,0.000000
19114,1.286814
19115,1.286814
19116,1.286814
19117,1.286814
1406,1.324651
1407,1.424651
1408,1.179963
1409,1.800004
1410,2.392366
1411,0.000000
1412,1.179963
1413,1.303028
1414,1.179963
1415,1.672042
15657,6.081117
1158,0.000000
3118,0.000000
4869,0.000000
5484,1.488796
8556,2.508667
8906,1.348921
12265,1.228679
12266,0.000000
12267,1.228679
12268,1.228679
2464,1.233003
2465,1.233003
2466,1.424668
2467,1.233003
2468,0.000000
2469,1.371212
2470,1.359150
2471,1.563026
2472,1.233003
349,2.254759
350,2.838679
351,4.297970
352,1.240859
353,1.721144
354,1.385813
355,1.240859
356,0.000000
357,2.177371
358,0.000000
652,1.676090
853,1.829362
2549,1.618111
2550,1.170931
2551,1.170931
2552,1.170931
2553,1.383599
2554,1.170931
2555,0.000000
2556,1.170931
836,2.078825
3092,2.176810
359,0.000000
360,0.000000
361,1.660953
362,0.000000
363,1.549065
364,0.000000
365,0.000000
366,1.146077
367,1.313951
368,1.817389
369,1.146077
1969,1.350907
5959,1.623436
5960,1.176336
5961,1.372030
5962,0.000000
5963,1.524988
5964,1.176336
5965,1.176336
5966,1.176336
5967,1.176336
6419,4.200594
1790,1.686835
1791,3.231574
1792,3.434958
728,0.000000
2116,0.000000
2620,0.000000
8515,1.303627
8603,0.000000
8604,0.000000
8605,1.695647
8606,1.257569
370,0.000000
371,1.161657
372,2.021459
373,1.424264
374,1.572829
375,0.000000
376,1.472340
377,0.000000
378,1.161657
379,1.161657
380,1.277460
1782,0.000000
14641,2.964992
384,0.000000
970,0.000000
2016,1.703997
3086,1.162209
3087,1.162209
3088,1.292007
3089,1.162209
3090,1.162209
3091,0.000000
381,0.000000
383,1.593899
385,0.000000
386,0.000000
387,1.148574
388,0.000000
389,1.476854
390,0.000000
391,1.148574
2541,1.415271
2543,0.000000
2546,0.000000
2548,0.000000
2646,0.000000
2647,1.849971
2648,0.000000
2649,0.000000
2650,1.747769
5427,0.000000
7119,1.704136
8049,1.559023
9954,2.124318
10980,0.000000
10981,0.000000
10982,0.000000
10983,2.548114
10984,1.376348
3524,1.542025
9400,0.000000
13517,1.417865
19957,1.234912
19958,1.263763
19959,1.234912
19960,0.000000
19961,1.234912
19962,1.676297
2091,0.000000
2433,0.000000
4165,0.000000
4694,1.441152
4978,0.000000
4979,1.595821
4980,1.375220
4981,2.434148
4982,0.000000
637,1.303515
638,0.000000
639,1.303515
640,1.303515
641,1.303515
643,1.303515
1264,0.000000
1858,0.000000
6831,2.477686
13899,0.000000
15434,2.034365
16970,0.000000
17719,1.637842
20311,1.503367
20312,1.503367
392,0.000000
393,1.114834
394,1.321684
395,1.114834
396,1.256564
397,1.279226
398,1.114834
399,0.000000
400,2.001714
401,0.000000
402,1.114834
1214,6.105591
1985,1.328338
1986,0.000000
1987,0.000000
1988,2.662812
1989,1.145008
1990,1.145008
1991,1.309399
1992,1.145008
1993,1.462888
3793,0.000000
7540,1.311236
7541,1.311236
7542,3.355545
7544,1.939927
7545,1.311236
403,0.000000
404,1.155007
405,1.455608
406,0.000000
407,1.390130
408,1.155007
409,1.155007
410,1.155007
411,0.000000
412,0.000000
1192,1.707124
4903,1.247181
6326,1.458387
6864,1.817368
8030,1.115501
8031,1.265010
8032,1.430627
8033,1.640979
10904,3.058129
743,0.000000
4124,0.000000
4180,0.000000
9488,0.000000
10353,1.194477
10354,1.194477
10355,1.194477
10356,1.194477
413,0.000000
414,1.854259
415,1.187946
416,2.045638
417,2.403332
418,0.000000
419,0.000000
420,1.479531
421,1.187946
422,0.000000
423,1.187946
1847,2.187946
703,2.997461
4662,1.348349
5933,1.738066
6930,1.948103
6972,0.000000
6973,1.227355
6974,0.000000
6975,1.394333
6976,1.227355
6977,3.142155
424,0.000000
425,1.319051
426,0.000000
427,3.025859
428,1.754210
429,1.476404
1813,0.000000
1994,1.382701
1995,1.259727
1996,1.259727
1997,1.259727
1998,0.000000
1999,0.000000
2000,1.371162
2001,0.000000
430,0.000000
431,1.773427
432,0.000000
433,1.155107
434,1.834253
435,0.000000
436,0.000000
437,1.155107
438,1.155107
439,0.000000
9504,5.115741
535,0.000000
2878,0.000000
3047,2.070782
5190,1.501118
6358,1.880277
8238,1.470444
20726,1.285971
20727,1.285971
20728,1.285971
1309,0.000000
2100,2.701172
2510,0.000000
2511,1.364038
2512,1.778884
2513,1.310239
2514,0.000000
2515,1.595077
3123,1.855449
3342,0.000000
5539,3.038367
5540,1.486924
5541,0.000000
440,0.000000
441,1.837478
443,0.000000
444,1.900477
445,1.979709
446,1.358313
447,1.306850
448,0.000000
449,1.301453
450,1.100000
4623,1.683549
5834,0.000000
11658,1.183549
11659,0.000000
11660,1.183549
11661,1.183549
11662,1.183549
11663,0.000000
11664,1.183549
1632,2.733130
3073,0.000000
4715,3.950396
4776,0.000000
4921,3.670459
7033,2.944540
7652,1.824277
7858,1.860363
9277,1.164498
9278,0.000000
452,0.000000
453,1.226879
454,0.000000
455,1.451114
456,1.226879
457,1.670431
458,1.604262
459,4.052704
460,1.421655
5849,1.543162
5850,1.252881
5851,1.252881
5852,1.252881
5853,0.000000
5854,0.000000
5855,1.413435
5857,1.252881
5858,1.252881
7871,0.000000
8473,1.146136
8474,1.146136
8475,0.000000
8476,1.146136
8477,1.146136
8478,0.000000
8479,1.780988
8480,1.146136
10665,0.000000
18254,0.000000
18255,1.432081
18256,1.196058
18257,1.196058
18258,1.196058
18259,1.196058
18260,1.196058
18261,1.196058
462,0.000000
463,1.189272
464,1.189272
465,0.000000
466,0.000000
467,1.391955
468,1.314284
469,1.539540
470,2.458046
471,1.487398
472,1.561058
2112,2.604759
473,0.000000
474,0.000000
475,0.000000
476,0.000000
477,0.000000
478,0.000000
479,0.000000
480,1.361658
481,1.116778
482,1.116778
483,1.116778
646,2.525323
2175,0.000000
3688,0.000000
3847,0.000000
7200,1.469008
7240,0.000000
15840,1.485955
19404,1.214109
19405,1.214109
19406,1.214109
649,0.000000
4292,0.000000
5359,0.000000
7268,0.000000
11389,0.000000
14124,0.000000
17934,1.415374
17935,1.560784
17936,0.000000
17937,1.742488
580,0.000000
979,0.000000
2071,0.000000
9129,0.000000
13758,0.000000
14189,0.000000
17487,1.835675
1287,0.000000
1476,0.000000
1568,0.000000
3346,1.377515
3347,0.000000
3348,1.705129
3349,0.000000
3350,1.192291
3351,1.192291
3352,1.192291
3079,0.000000
8908,1.471494
8909,1.275064
8911,0.000000
8912,1.111678
8913,1.111678
8914,0.000000
8915,1.111678
8916,2.684006
4424,1.787484
5927,1.444647
6354,1.611150
6355,2.437673
6356,1.309359
6357,0.000000
6359,0.000000
6360,1.154229
484,0.000000
486,1.100000
487,1.382381
488,1.100000
489,0.000000
490,1.852682
491,1.100000
492,0.000000
493,0.000000
494,1.100000
1326,0.000000
1327,0.000000
1328,0.000000
1329,1.239796
2113,2.274782
2115,1.122154
2117,1.122154
564,0.000000
3487,0.000000
3980,0.000000
7039,0.000000
7487,1.855826
8249,0.000000
8641,1.754887
8690,0.000000
8691,1.455294
8692,1.455294
623,0.000000
625,0.000000
627,1.290877
3830,0.000000
4151,0.000000
4152,0.000000
4153,1.250552
5722,0.000000
5723,1.137257
5724,1.137257
495,0.000000
496,0.000000
497,0.000000
498,1.407633
499,1.407633
500,1.407633
501,1.407633
502,1.407633
503,1.518843
504,1.407633
2888,0.000000
5218,0.000000
7665,0.000000
11656,1.642449
14082,1.876520
14195,0.000000
14298,1.528020
14299,1.310831
14300,1.337418
967,2.131071
8267,2.698804
8558,1.478724
17538,2.055498
17703,1.516261
20689,1.371911
20690,0.000000
505,0.000000
506,1.783333
507,3.686714
508,1.289807
509,1.100000
510,0.000000
511,0.000000
512,1.266341
513,1.965356
514,1.557953
1339,0.000000
2087,0.000000
4799,2.020665
4800,0.000000
4801,0.000000
4802,1.174842
4803,1.174842
4804,0.000000
4805,1.174842
984,0.000000
986,1.786500
990,0.000000
1450,0.000000
1451,0.000000
1452,0.000000
1453,1.775283
1454,0.000000
1455,0.000000
515,0.000000
516,3.466710
517,2.107456
518,1.242918
519,0.000000
520,3.326692
521,1.204563
523,1.969999
524,1.204563
4685,2.029259
6245,0.000000
6438,2.336031
8136,2.015205
9351,1.460432
9352,1.779515
9353,1.460432
525,0.000000
526,1.161856
527,1.161856
528,1.161856
529,1.292625
530,1.161856
531,0.000000
532,1.621711
533,0.000000
534,1.359920
8081,0.000000
10445,1.247039
10446,1.247039
10447,1.247039
10448,0.000000
10449,1.247039
10450,1.247039
10451,1.247039
10452,1.247039
10453,1.247039
1372,0.000000
5708,1.561256
6237,1.477442
7460,1.661809
10112,0.000000
10228,3.088176
10733,0.000000
10734,0.000000
10735,0.000000
1345,0.000000
3987,2.438804
4042,0.000000
5055,0.000000
5453,1.840231
8671,1.612839
11952,0.000000
11953,1.258204
11954,0.000000
536,0.000000
537,0.000000
539,0.000000
540,0.000000
541,1.505603
542,2.497670
543,2.554824
544,0.000000
545,0.000000
546,0.000000
1290,1.317043
2249,1.263529
5034,1.523365
9919,1.464786
10686,1.151029
10687,1.151029
10688,0.000000
10689,1.572098
10690,1.348335
1487,0.000000
4697,2.319855
6986,2.191244
10459,2.155715
11793,2.283380
11794,0.000000
11795,1.555251
11796,1.448827
11797,0.000000
2919,0.000000
2516,1.188907
2517,1.591040
2518,1.917094
2519,1.188907
2520,1.188907
2521,1.188907
2522,0.000000
2523,1.188907
2524,4.142407
1302,1.545943
2072,2.485091
2097,2.378073
2507,1.882357
6638,1.349614
6639,1.157021
6640,1.936487
6641,0.000000
6642,1.283727
6643,1.157021
10267,2.342759
16071,1.659439
18557,1.455531
18558,1.455531
18559,1.455531
1040,4.322611
2319,0.000000
7482,2.359317
11015,0.000000
13748,1.259013
18830,1.478040
19346,2.496631
20704,1.285080
21077,1.519723
21167,1.133441
547,0.000000
548,1.434502
549,1.129791
550,1.129791
551,1.129791
552,1.129791
553,0.000000
554,2.312890
555,1.796686
556,1.691393
869,0.000000
4490,0.000000
5327,0.000000
8214,0.000000
14140,1.167597
14141,1.167597
14142,1.167597
14143,1.167597
14144,1.167597
557,0.000000
558,0.000000
559,1.169047
560,0.000000
561,1.450114
562,0.000000
563,0.000000
565,0.000000
566,0.000000
567,1.169047
3510,0.000000
19169,0.000000
22023,0.000000
22869,1.509562
22870,1.509562
22871,1.688169
22872,1.509562
1138,3.011663
1228,0.000000
5136,1.919536
5784,0.000000
5915,1.364656
5916,1.364656
5917,1.506574
5918,1.364656
6686,2.191712
10299,0.000000
