node,pagerank
5025,0.580406
5026,0.799878
5027,3.493712
8558,4.383011
8559,2.566933
8560,3.498030
8561,1.041890
9861,3.241327
91,15.629751
114,25.860751
920,19.441177
8557,5.005043
80,24.491432
89,22.376029
90,33.089171
277,12.271521
286,64.234799
370,98.997163
543,47.633741
659,22.099971
875,12.024093
879,9.130235
880,12.267803
918,10.918127
922,12.247807
950,9.530865
966,0.637219
1000,6.031987
1560,10.735996
1649,1.266021
1700,0.548308
1723,0.912134
1759,2.711622
1817,25.262103
2715,5.336264
2728,7.003026
2773,15.212169
4152,15.841518
5031,0.184177
5032,1.099359
5034,0.184662
5035,0.813469
5037,0.631994
5038,294.330155
5039,0.182512
5040,0.273824
5042,3.754121
5043,0.365511
5044,0.273835
5047,0.184615
5049,0.941464
5051,5.748608
5052,5.102595
5053,11.682819
5054,0.092540
5055,0.185526
5056,0.182884
5057,2.342771
5058,0.182565
5059,0.462427
5060,0.183372
5062,0.184849
5063,0.183040
5064,1.239049
5065,1.067059
5066,0.721840
5067,1.099921
8264,1.896660
79,10.751685
85,2.919632
87,3.975135
101,7.830978
108,1.896468
113,3.074744
119,4.062184
121,2.981079
127,43.469532
138,8.850918
143,12.463752
154,4.064619
155,44.911714
164,8.395229
165,14.976830
169,3.068063
186,20.674885
193,8.484185
239,8.929583
245,12.448398
280,8.487092
281,6.588045
290,5.509394
378,20.649565
382,10.806719
415,1.085408
420,12.706849
645,13.286061
662,10.828544
824,12.434352
864,2.792907
870,3.716572
882,5.057264
936,6.588844
1068,12.952720
1354,6.127707
1355,3.517818
1486,3.462992
1606,3.261069
1668,5.873522
1713,3.558158
1797,3.741884
1814,8.485103
1849,2.800261
1889,1.632462
1891,3.001673
1893,4.251405
1947,1.991543
1953,3.704737
1964,1.544357
1971,1.632617
1976,3.073230
1987,2.343615
1993,1.714505
2015,10.939225
2039,5.228401
2092,5.409502
2093,2.706411
2094,0.564306
2095,0.090615
2096,9.022847
2097,0.362760
2098,1.361291
2099,1.264193
2100,0.180740
2101,0.271977
2102,0.090615
2103,1.357088
2104,0.090615
2105,0.454931
2106,0.903007
2107,0.991485
2108,0.090615
2109,0.275235
2110,1.529847
2112,0.579905
2113,0.090615
2114,0.271104
2115,0.992238
2116,0.270368
2117,1.534980
2118,2.458629
73,11.474816
77,0.362429
84,4.334622
92,6.263902
94,0.725523
96,1.449745
97,3.974971
98,0.195878
99,1.988208
100,0.362752
103,0.090807
104,0.187388
105,0.181536
110,0.361726
111,15.799052
116,20.636821
117,0.195878
120,1.264510
122,8.553222
123,1.906734
124,0.272202
125,0.903969
126,2.796414
129,0.271820
130,0.090807
131,9.749445
132,4.417118
134,35.693819
135,1.265609
137,1.531533
139,0.090807
141,1.805873
142,0.598879
146,21.565478
147,19.291346
148,0.181922
149,4.245830
150,0.723392
152,0.090807
153,1.987515
156,5.780323
157,3.872933
158,0.181290
159,0.452690
160,1.987321
161,0.271473
162,0.274031
163,0.191157
166,6.504561
167,0.181536
168,11.080249
170,0.090807
172,16.863236
904,11.084787
2047,6.781575
7949,0.451743
10236,0.451616
10238,0.451795
10239,0.271160
12130,0.632199
13954,0.361463
174,4.783321
175,44.795442
180,14.281084
185,7.397945
192,17.144995
194,16.302295
200,16.732464
205,11.437260
206,5.418531
215,25.447606
224,8.759372
228,12.795631
240,20.446013
269,9.640968
271,10.722262
287,6.760963
288,1.803419
293,12.341969
295,4.162161
305,2.523190
326,17.301205
333,0.271692
339,2.252574
344,12.005917
360,20.235062
363,0.453656
377,3.067417
385,16.128294
388,14.672259
423,32.764350
441,15.497372
448,27.467158
449,15.698632
455,7.576080
461,5.328145
462,16.232908
465,7.219201
468,0.452190
481,27.393274
528,25.199391
614,11.982189
686,19.922447
762,10.447984
789,2.531294
866,5.235564
871,6.949782
881,1.270408
898,4.510970
899,2.079473
900,1.983929
901,2.348480
925,23.764254
928,6.701608
937,4.871314
938,0.541818
948,15.290861
951,3.518385
1023,0.821511
1024,0.363168
1077,21.867720
1117,3.518307
1180,16.022867
1202,22.187416
1259,4.226955
1298,4.423129
1340,16.250922
1341,13.142135
1377,0.902093
1392,6.502376
1393,4.509755
1459,10.907037
1466,1.175633
1471,12.327492
1535,2.710026
1538,4.869248
1555,6.774622
1566,14.776523
1710,0.903293
1767,13.009835
1784,0.633837
1801,3.704684
1842,9.919718
1888,2.723007
1894,2.633796
1897,5.402776
1903,2.351376
1908,0.545012
1910,7.034941
1916,5.140059
1925,2.349351
1936,3.358637
1940,0.091000
1941,5.501871
1942,0.091000
1943,1.265919
1944,2.071029
1945,0.903994
1946,3.249612
1948,0.344905
1949,0.091000
1950,0.722164
1951,7.741896
1952,0.722036
1954,0.906235
1955,0.091000
1956,0.091000
1957,0.181831
1958,0.361665
1959,0.344905
1960,3.154071
1961,6.953727
1962,5.766768
1963,0.091000
1965,0.344905
1966,6.772355
1967,0.091000
1968,0.091000
1969,0.272716
1972,0.181940
1973,0.181831
1974,0.182115
1975,1.803800
1977,0.181938
1978,0.544091
1979,0.452823
1980,0.271286
1981,0.631872
1982,0.721888
1983,1.804089
1984,0.091000
1985,0.091000
1986,0.181938
1988,0.461804
1989,3.424309
1990,1.444063
1991,1.451919
1992,0.405166
1994,0.181881
1995,0.452255
1996,4.414576
1997,3.882961
1998,1.354348
1999,0.091000
2000,0.273102
2001,5.229488
2002,0.271416
2003,0.181738
2004,0.181281
2005,0.091000
2006,2.713199
2007,0.632762
2008,0.544451
2009,0.731345
2010,2.710015
2011,4.055346
2012,0.091000
2013,1.082287
2014,0.902708
2016,0.091000
2017,0.181938
2018,1.723065
2019,0.272377
2020,0.272377
2021,0.091000
2022,2.521898
2023,0.091000
2024,0.362707
2025,0.181194
2026,0.091000
2027,0.181484
2028,0.452701
2029,2.081068
2030,0.181507
2031,1.449545
2032,0.091000
2033,0.181938
2034,0.091000
2035,0.091000
2036,0.271362
2037,0.091000
2038,0.344905
2040,2.614175
2041,2.620711
2042,0.364614
2043,0.091000
2044,0.344905
2045,9.863714
2046,7.119333
2048,0.456257
9508,0.283356
5021,2.521003
10369,0.095578
10601,2.208136
71,0.090707
219,3.609120
221,6.958315
233,23.624116
255,26.784442
284,12.156735
299,25.572163
300,22.826786
307,5.595685
312,6.515968
314,29.332816
315,10.482342
335,15.158719
336,18.505818
346,4.810106
354,11.388186
355,19.556656
364,7.139165
379,3.971530
383,32.657873
398,12.113170
426,14.456953
446,12.389771
452,25.427928
471,26.857244
472,10.746295
480,24.403400
499,24.269493
504,16.024085
505,7.161512
506,2.286258
508,12.412822
509,10.054896
510,12.520929
516,49.879786
519,15.088361
520,48.869534
521,7.391699
530,43.985729
538,5.823420
539,22.538694
549,18.981479
551,19.857384
556,13.255161
557,6.054335
558,7.067851
559,7.826403
562,18.317040
563,13.263354
565,12.086815
575,19.700761
576,10.613409
578,3.618521
581,26.967896
586,18.706114
592,23.262363
593,16.882563
594,4.620829
613,38.755240
621,13.513874
653,12.756503
658,9.739857
664,15.652600
672,19.106561
688,10.925243
735,5.436106
736,10.961123
744,7.420191
794,14.055799
797,9.846802
800,2.610871
805,5.412093
812,4.360753
815,27.588608
818,3.000745
842,11.906876
889,17.210141
907,6.544438
1034,5.502143
1076,22.777414
1094,12.334448
1159,8.131755
1176,7.893460
1185,16.626588
1198,11.410397
1231,2.260712
1297,14.191824
1308,13.491493
1338,6.594529
1373,8.664667
1396,6.594058
1422,7.412440
1430,13.034751
1438,8.581298
1457,0.637185
1458,10.665624
1461,7.744055
1464,8.717071
1476,9.604587
1481,7.404118
1548,4.071022
1549,5.259468
1559,15.661071
1599,0.813651
1607,4.780611
1623,2.613800
1637,10.383547
1647,1.900038
1653,9.308956
1657,9.730658
1665,3.354060
1667,11.205587
1761,2.162435
1763,7.157801
1765,12.515133
2144,3.336162
2263,9.936115
2276,6.881717
2278,3.253996
2428,1.181213
2566,4.003373
2567,3.081017
2568,13.018689
2570,7.329497
2575,3.609601
2576,7.297844
2577,10.226393
2580,7.725590
2591,3.702435
2592,4.070189
2593,7.313654
2595,9.477916
2603,7.497723
2609,3.166669
2619,11.130288
2631,6.145102
2642,8.855114
2643,2.983146
2650,7.432534
2651,10.846964
2654,8.356234
2663,0.542977
2669,11.044803
2706,5.416262
2775,1.179371
2793,3.522691
3031,4.336831
3108,10.644013
3117,5.207450
3133,9.842824
3138,6.053471
3139,2.002208
3147,4.061951
3169,3.435573
3196,3.519533
3197,5.614084
3230,6.502714
3235,1.174485
3437,3.898123
3448,4.651581
3482,2.805139
3518,3.346214
3533,0.544875
3535,3.014396
3598,2.894499
3626,1.719002
3682,4.016207
3792,4.554250
3915,5.918732
3922,1.456979
3970,4.347876
4027,13.148524
4038,0.726903
4056,8.188686
4057,3.082509
4131,4.063362
4136,4.692903
4174,5.603724
4206,1.807923
4531,7.395565
4539,2.090592
4609,0.723278
4616,9.421910
4677,8.115522
4681,16.602776
4703,2.161976
4740,3.910246
4991,5.303497
5145,2.164801
5148,6.323648
5159,0.541693
5167,6.260011
5168,1.915178
5203,11.968978
5220,10.629497
5223,4.179565
5224,6.591235
5276,7.304853
5422,2.169074
5425,0.724376
5428,1.834941
5438,3.955903
5463,0.542767
5464,6.538574
5465,5.171680
5478,1.806111
5481,0.541240
5482,1.628534
5483,1.532143
5500,6.674194
5733,10.291765
5734,1.176727
5749,1.263756
5750,3.981954
5754,1.280183
5774,1.174818
5775,1.627872
5779,2.165553
5800,1.804909
5828,0.361599
5829,0.455422
5840,1.460825
5843,2.102521
5870,0.271517
5877,0.542578
5878,0.542578
5879,0.542578
5880,0.542578
5881,4.282465
5883,2.164556
5894,0.543789
5921,0.272575
5926,4.553340
5941,1.805170
5942,0.271598
5951,0.721485
6570,2.015408
6658,2.529138
6678,2.164202
6782,3.618032
6786,4.196275
6957,8.262724
7155,8.381911
7188,3.247315
7292,3.063597
7544,2.343710
7641,5.708867
7657,2.503811
7665,1.188304
7679,1.629681
7680,0.739479
7733,2.266124
7736,1.639004
7763,0.181600
7796,1.096063
7821,1.897505
7938,1.802017
8346,0.272341
8347,0.634259
8348,0.543975
8349,0.272337
8350,1.414664
8351,0.723387
8352,0.090707
8353,1.171884
8354,4.525160
8355,0.090707
8356,0.543081
8357,0.543081
8358,1.263225
8359,0.282171
8360,0.090707
8361,0.453508
8362,0.090707
8363,0.090707
8364,0.812392
8365,0.288210
8366,0.181233
8367,0.181233
8368,0.453155
8369,0.272106
8370,0.090707
8371,0.812359
8372,1.038938
8373,0.194770
8374,3.349715
8375,0.272191
8376,1.545989
8377,0.453247
8378,0.452731
8379,1.259454
8380,0.180784
8381,0.282171
8382,0.090707
8383,1.085320
8384,0.634799
8385,0.367294
8386,0.090707
8387,0.272862
8388,0.459526
8389,0.541553
8390,0.090707
8391,2.427060
8392,1.981182
8393,3.059646
8394,0.629703
8395,0.090707
8396,0.181631
8397,0.272106
8398,0.181009
8399,0.090707
8400,0.378574
8401,0.180986
8402,0.362547
8403,2.983267
8404,0.900048
8405,0.180936
8406,0.181402
8407,0.090707
8408,0.547936
8409,0.090707
8410,0.272141
8411,1.715778
8412,0.362659
8413,1.260909
8414,0.181233
8415,0.181233
8416,2.380487
8417,1.355981
8418,0.181233
8419,0.181233
8420,0.181018
8421,0.903404
8422,0.187671
8423,0.090707
8424,0.090707
8425,0.090707
8426,0.181078
8427,0.090707
173,9.552689
178,2.880503
183,10.560002
198,3.876339
223,3.428384
227,4.585181
246,3.880826
279,6.695464
331,3.336662
358,5.230177
386,14.775733
502,9.100628
572,14.963940
644,4.870313
677,12.366237
695,1.624996
696,5.152621
888,3.248504
1140,6.654703
1144,2.879033
1443,29.744972
1504,6.315007
1586,8.386485
1603,2.985509
1904,0.993521
1923,0.813170
1924,2.169792
1926,2.078596
2057,4.593291
2061,8.017303
2142,3.787425
2175,0.633479
2176,1.896169
2458,1.626766
2538,1.082439
2552,0.812648
2561,2.077991
2562,0.541061
2810,0.452014
2816,2.797677
2832,3.159478
2847,1.896287
2883,0.902371
2909,0.634985
2910,5.958431
2911,1.900572
2912,4.798219
2913,1.089474
2914,0.360871
2915,2.616351
2916,10.305577
2917,0.272145
2918,1.531357
2919,1.622865
2920,3.960054
2921,2.614287
2922,3.605964
2923,0.630617
2924,9.623998
2925,0.811933
2926,0.361055
2927,0.361149
2928,1.351972
176,0.451543
177,7.664223
182,0.361733
187,4.774836
214,0.180816
218,5.139633
229,12.647180
241,41.498241
243,21.950711
253,0.271046
259,0.180816
260,3.694606
261,13.424725
267,6.868184
276,0.812393
282,0.815413
291,4.241167
311,0.180816
320,6.032517
347,4.875187
349,3.069552
357,10.924649
368,12.471317
371,1.621902
380,4.244655
381,4.605768
417,10.189207
421,0.180816
429,2.973226
432,0.180816
456,9.012733
473,20.955765
488,15.408210
515,6.049638
591,12.341097
643,1.446589
651,7.314496
669,1.532502
687,8.303111
720,2.160497
743,1.263783
750,0.541786
766,5.671508
804,19.764803
883,2.262041
884,14.643257
909,1.447766
914,4.419538
926,0.728009
927,1.443676
933,2.618679
934,7.568110
945,2.984306
946,6.404585
1074,7.024795
1387,10.283976
1395,6.223741
1414,1.171952
1439,11.225703
1475,1.895802
1516,1.082781
1547,2.342583
1562,7.573845
1585,3.516980
1619,2.165332
1737,15.598922
1771,16.648378
2189,11.818720
2734,5.321791
3036,8.505276
3102,2.617038
3241,1.627228
3604,12.970889
3768,1.631654
4155,2.890151
4175,6.044026
4214,0.992546
4227,7.406841
4228,4.788178
4229,0.724868
4490,2.526303
5146,3.605852
5308,2.626450
5498,4.218564
5527,1.499295
6561,0.723441
6668,0.180624
7555,1.347800
7784,3.885867
7927,4.518618
8263,0.090394
8265,0.450993
8266,0.270039
8267,0.090394
8268,0.090394
8269,0.090394
8270,0.721872
8271,1.174122
8272,0.090394
8273,0.090394
8274,0.090394
8275,0.090394
8276,0.090394
8277,0.180633
8278,0.180633
8279,0.539103
8280,0.901307
8281,0.270759
8282,0.181259
8283,0.090394
8284,1.082743
8285,0.450942
8286,0.815159
8287,0.090394
8288,0.659574
8289,0.090394
8290,0.748849
8291,0.271336
8292,0.090394
8293,0.090394
8294,4.144663
8295,0.090394
8296,0.090394
8297,0.090394
8298,0.090394
8299,0.090394
8300,0.465925
8301,0.090394
8302,0.090394
8303,0.753642
8304,0.090394
217,2.613430
264,15.491467
345,13.974564
403,26.981285
422,0.631747
447,1.171278
487,19.910916
490,20.086390
517,4.054354
596,19.354564
603,9.446191
667,3.962940
783,4.332883
817,4.331593
869,6.214573
872,1.897941
896,3.873022
1040,11.163690
1054,2.883871
1099,4.507439
1105,5.401020
1196,4.512823
1203,4.598236
1210,8.191615
1228,5.766854
1248,3.061744
1252,11.068157
1271,0.382138
1364,1.805374
1381,1.987106
1415,0.180554
1419,5.760571
1526,0.992748
1572,7.111028
1574,3.878540
1584,2.159490
1685,2.074715
1760,7.297338
1776,0.811260
1833,6.684613
1836,10.354104
1853,5.052178
1873,4.775458
1899,20.252409
1902,8.299281
1934,7.463784
1937,3.156430
2056,9.449231
2091,11.440611
2323,25.802877
2328,6.041183
2522,0.634072
2529,2.976573
2542,0.722956
2555,1.349818
2729,2.081004
2980,3.512095
3021,2.339383
3060,2.798140
3187,2.702650
3497,1.544950
4392,4.605280
4396,4.243272
4503,0.451085
4572,4.604226
4588,2.888549
4801,1.172134
4815,4.231641
4828,5.223538
4952,4.055546
5134,1.712563
5248,1.566291
5517,1.360362
5696,5.680693
5948,2.888223
6541,1.802640
6584,0.361136
6664,4.508636
6834,2.616796
6991,3.874903
7270,2.609785
8213,3.972121
8580,3.428218
8602,4.320487
9867,0.367803
9868,0.090250
9869,0.727748
9870,0.281394
9871,0.821052
9872,0.090250
9873,0.090250
9874,0.090250
9875,0.180680
9876,0.090250
9877,0.452900
9878,0.090250
9879,0.090250
9880,0.183236
9881,0.548317
171,13.431681
225,30.714882
234,14.090393
244,10.915182
250,17.999937
251,7.290126
254,3.615349
263,12.148396
265,27.193328
292,75.869561
296,4.258693
306,2.432998
317,0.901100
319,15.121544
340,9.120612
367,25.192913
400,28.114560
401,5.954867
404,18.665006
425,14.617943
430,16.316864
436,2.166890
440,4.957632
442,21.010499
444,48.867043
450,13.620153
451,5.585454
457,8.644986
459,2.519275
466,7.131628
470,20.634174
475,6.048964
477,14.693261
479,14.437455
483,1.173088
484,6.397173
485,6.845644
489,15.835215
492,15.139665
493,9.108905
495,3.876842
497,8.017691
498,14.866060
503,1.083478
512,8.502294
513,7.300398
518,4.149778
522,4.711769
523,9.283873
525,19.299326
526,26.434812
527,7.708644
531,8.029754
535,3.808630
536,3.155222
537,4.870915
540,4.865140
545,6.127228
548,3.154472
550,10.771453
560,15.060001
561,4.427702
564,16.392903
568,7.795006
570,9.477128
579,8.181958
582,11.083209
585,27.757842
589,5.508088
595,10.093007
599,9.837152
602,5.506217
604,9.456361
610,3.258493
611,6.948665
612,4.267758
620,13.092520
622,3.807240
624,13.338004
625,5.598000
626,3.783486
630,1.981592
631,8.997634
632,6.663843
633,3.069634
642,9.737737
657,3.065447
661,4.427892
663,1.802903
665,2.430378
666,16.209626
670,6.140225
673,6.306750
674,14.126264
676,23.232772
678,19.077588
680,2.986604
681,13.247081
684,13.324526
685,9.391181
692,16.566827
693,0.990838
694,24.770872
700,20.811362
703,5.588281
715,10.186602
716,21.028636
721,2.879891
723,20.715387
727,4.696327
733,1.981035
740,0.632293
749,4.709403
752,6.698139
753,4.605564
754,4.233201
755,1.532706
756,2.341454
759,1.172253
764,3.875646
768,3.794095
771,9.864108
772,9.574539
778,3.461393
780,20.420058
782,5.590204
784,1.814255
792,6.665064
793,1.261440
806,0.360976
813,6.307485
816,11.616661
820,5.855185
825,1.184749
828,9.544491
833,1.896432
836,3.787526
853,6.504822
859,5.405737
892,5.565501
906,3.337248
943,4.422705
1042,6.839811
1049,15.501133
1055,6.681163
1070,12.144024
1078,3.068251
1081,4.503492
1092,3.072766
1097,10.060827
1133,2.788881
1135,1.440462
1136,0.901258
1162,15.677587
1169,3.703326
1183,1.893081
1193,15.290341
1208,9.367879
1214,3.344731
1299,1.176000
1302,5.864160
1306,10.970796
1318,3.873487
1325,1.171174
1333,3.884319
1335,1.531456
1339,2.616696
1357,3.783446
1358,0.272085
1360,3.510157
1361,3.869410
1362,3.245019
1363,1.544056
1366,6.117249
1367,10.356434
1368,8.918072
1369,0.541121
1370,1.176851
1372,1.080784
1374,0.090304
1375,2.434546
1376,0.991005
1378,0.090304
1379,0.630433
1380,4.425361
1382,0.991352
1383,0.813053
1384,3.333638
1385,1.533428
1386,0.090304
1388,3.426366
1389,7.928956
1390,4.416797
1391,1.170385
1394,3.153304
1397,3.693119
1398,0.271363
1399,1.261043
1400,0.090304
1401,10.630146
1402,0.272360
1403,0.982906
1404,1.449853
1405,0.270463
1406,3.868597
1407,0.450179
1408,6.304713
1409,1.893975
1410,2.436580
1411,1.176386
1412,0.271120
1413,3.152986
1416,2.073415
1417,0.090304
1418,0.986895
1420,2.698898
1421,2.976814
1423,1.804359
1424,7.225473
1425,5.799051
1426,4.327539
1427,0.630607
1428,8.312584
1429,3.337840
1431,0.180394
1432,1.535304
1433,1.080967
1434,2.166508
1435,1.275981
1436,3.073950
1437,0.630671
1440,0.090304
1441,1.984675
1442,2.528946
1444,0.090304
1445,0.450726
1446,0.090304
1447,0.270551
1448,2.369635
1449,0.630953
1450,0.090304
1451,0.451082
1452,0.451082
1453,0.991605
1454,0.542214
1455,4.861411
1456,0.090304
1460,0.270182
1462,0.090304
1463,0.180813
1465,2.793884
1467,0.629012
1468,0.634223
1469,0.180311
1470,12.334736
1472,5.582681
1473,0.632218
1474,0.635438
1477,2.791465
1478,20.543778
1479,4.593294
1480,0.090304
1482,0.633800
1483,2.433271
1484,3.067822
1485,3.281961
1487,5.314655
1488,0.991382
1489,0.090304
1490,1.641867
1491,0.812266
1492,0.539335
1493,1.168651
1494,0.539335
1495,0.539335
1496,0.539335
1497,0.180208
1498,0.991067
1499,2.250901
1500,0.630241
1501,0.455552
1502,0.900439
1503,0.361210
1505,0.271477
1506,0.180813
1508,1.990722
1509,0.180500
1510,0.630678
1511,0.811943
1512,0.090304
1513,2.074695
1514,1.354731
1515,3.878157
1517,5.057192
1518,0.090304
1519,2.434754
1520,0.360978
1521,1.085122
1522,0.090304
1523,0.811014
1524,3.959594
1525,0.180813
1527,8.279295
1529,1.802362
1530,0.229991
1531,0.905648
1532,0.992812
1533,0.632577
1534,0.450885
1536,0.090304
1537,0.631612
1539,1.081438
1540,0.090304
1541,5.311612
1542,0.719775
1543,2.342983
1544,3.884809
1545,1.625385
1546,6.140843
1550,3.148458
1551,1.536117
1553,1.799404
1554,0.811915
1556,0.090304
1557,0.090304
1558,7.659409
1561,0.090304
1563,0.542414
1564,0.541044
1565,4.316919
1567,0.361181
1568,6.493533
1569,13.149250
1570,0.363913
1571,0.360664
1573,1.351301
1575,0.180500
1576,0.181850
1577,0.595348
1578,2.884460
1579,2.338869
1580,0.090304
1581,0.180765
1582,0.090304
1583,0.180178
1587,0.360817
1589,0.090304
1590,0.360898
1591,0.450778
1592,6.677878
1593,0.720543
1594,1.891016
1595,0.546853
1596,1.891626
1597,5.415273
1598,0.541513
1600,0.639075
1601,7.328659
1602,6.866383
1604,2.339053
1605,0.540950
1608,0.541557
1609,0.360300
1610,0.090304
1611,1.458075
1612,0.451645
1613,0.833434
1614,0.361083
1615,4.058544
1616,2.252220
1617,0.810164
1618,0.629351
1620,1.711966
1621,0.811289
1622,1.708783
1624,1.078722
1625,0.360587
1626,0.541237
1627,0.090304
1628,10.167745
1629,4.496779
1630,0.360737
1631,0.270158
1632,0.720674
1633,0.630415
1634,1.260310
1635,1.439646
1636,0.090304
1638,0.090304
1639,0.908486
1640,1.527596
1641,0.271149
1642,1.088893
1643,2.171043
1644,0.090304
1645,1.631425
1646,0.361663
1648,0.270656
1650,1.355513
1651,3.511743
1652,9.256521
1654,5.676546
1655,0.541712
1656,4.437664
1658,0.180500
1659,0.540143
1660,1.619258
1661,0.360412
1662,5.306858
1663,4.158692
1664,0.180394
1666,0.633664
1669,2.972682
1670,1.719818
1671,0.090304
1673,0.180530
1674,1.711958
1675,0.719961
1676,0.450666
1677,0.360458
1678,0.903454
1679,0.541597
1680,0.541265
1681,0.270453
1682,2.166009
1683,4.790570
1684,0.180813
1686,6.222290
1687,0.360848
1688,0.811654
1689,3.332789
1690,0.450798
1691,9.629081
1692,1.889616
1693,0.631678
1694,0.090304
1695,1.987660
1696,4.692681
1697,8.833370
1698,0.366279
1699,0.271917
1701,0.090304
1702,0.180716
1703,0.361163
1704,2.711591
1705,0.726374
1706,0.270382
1707,1.623298
1708,5.854047
1709,0.180834
1711,2.161143
1712,0.360764
1714,0.270158
1715,0.090304
1716,2.090633
1717,0.271363
1718,0.632348
1719,0.090304
1720,0.360960
1721,0.360977
1722,0.271127
1724,0.090304
1726,0.090304
1727,0.902730
1728,10.904451
1729,0.450899
1730,0.360859
1731,0.360357
1732,0.180295
1733,0.090304
1734,3.603671
1735,0.270507
1736,7.298067
1738,1.353705
1739,0.360343
1740,0.360343
1741,0.360343
1742,3.870572
1743,5.398060
1744,1.622023
1745,0.180468
1746,0.450456
1747,1.446960
1748,0.903787
1749,0.911567
1750,0.090304
1751,0.090304
1752,0.270426
1753,0.270426
1754,0.360483
1755,0.360483
1756,5.506643
1757,0.991185
1758,0.090304
1762,4.778575
1764,2.073304
1766,0.090304
1769,0.541274
1770,0.814507
1772,3.511964
1773,0.270296
1774,0.270296
1775,6.569566
1777,2.522461
1778,0.996945
1779,0.090304
1780,0.270993
179,0.270959
181,0.270959
190,0.090422
191,0.541721
196,2.701980
197,8.199263
199,0.180676
201,0.090422
202,0.360908
203,4.697684
207,5.325006
208,0.180676
209,0.090422
210,0.090422
211,0.090422
216,0.090422
220,0.721091
222,0.090422
226,2.160107
230,4.684766
231,0.813393
235,11.064559
236,2.070909
237,0.627210
238,0.360643
242,1.624861
247,0.090422
248,0.090422
249,1.531634
252,9.545010
256,0.090422
257,0.540847
258,0.090422
262,0.090422
266,0.090422
268,0.090422
270,0.450030
272,0.540220
274,30.382876
275,0.180541
278,0.090422
283,0.180372
285,0.090422
289,1.535577
294,0.090422
297,1.350696
298,0.090422
302,0.364574
303,0.090422
304,0.090422
309,5.299352
310,0.090422
313,9.021311
318,4.857409
321,0.450863
322,3.425338
323,0.542035
324,4.228194
325,0.090422
327,0.450736
328,0.090422
